Abstract	Classification
late-onset pompe disease in iran: a clinical and genetic report.  pompe disease is characterized by absence or deficiency of acid ?-glucosidase, and several causative mutations are known. in this study we report clinical and laboratory data in iranian patients with late-onset pompe disease (lopd), focusing on population-specific mutations. clinical and laboratory data of 14 patients from 10 families with the diagnosis of lopd were recorded. all had reduced enzyme activity on dried blood spot (dbs) analysis. genetic investigation was performed to identify the underlying mutations. the age of onset ranged from <2 to 38 years. the clinical presentations were heterogeneous. two siblings presented with foot drop. the most common mutation was c.(-32-13t>g). there were 4 novel mutations: c.(2040 + 2dup); c.(1650delg); c.(1837t>g); and c.(2596delg). this is a comprehensive report of lopd in iranian patients. distinct phenotypic and genotypic features in this population are highlighted. muscle nerve 55: 835-840, 2017.	-1
a new missense mutation, arg719gln, in the beta-cardiac heavy chain myosin gene of patients with familial hypertrophic cardiomyopathy.  	-1
variability in the ratio of mutant to wildtype myosin heavy chain present in the soleus muscle of patients with familial hypertrophic cardiomyopathy. a new approach for the quantification of mutant to wildtype protein.  the ratio of mutant to wildtype myosin heavy chain (beta-isoform, beta-mhc) in the soleus muscle of patients with familial hypertrophic cardiomyopathy was determined by a combination of hplc, mass spectrometry and capillary zone electrophoresis. in two patients, one with a val 606 met mutation and another with a gly 584 arg mutation, the fraction of mutant beta-mhc was only 12+/-6% and 23+/-0.7% of total beta-mhc, respectively. these results demonstrate the necessity to determine the ratio of mutant to wildtype protein for the interpretation of functional studies on biopsy material from heterozygous patients with an inherited disease.	-1
phenylalanine hydroxylase gene mutations in the united states: report from the maternal pku collaborative study.  the major cause of hyperphenylalaninemia is mutations in the gene encoding phenylalanine hydroxylase (pah). the known mutations have been identified primarily in european patients. the purpose of this study was to determine the spectrum of mutations responsible for pah deficiency in the united states. one hundred forty-nine patients enrolled in the maternal pku collaborative study were subjects for clinical and molecular investigations. pah gene mutations associated with phenylketonuria (pku) or mild hyperphenylalaninemia (mhp) were identified on 279 of 294 independent mutant chromosomes, a diagnostic efficiency of 95%. the spectrum is composed of 71 different mutations, including 47 missense mutations, 11 splice mutations, 5 nonsense mutations, and 8 microdeletions. sixteen previously unreported mutations were identified. among the novel mutations, five were found in patients with mhp, and the remainder were found in patients with pku. the most common mutations were r408w, ivs12nt1g-->a, and y414c, accounting for 18.7%, 7.8%, and 5.4% of the mutant chromosomes, respectively. thirteen mutations had relative frequencies of 1%-5%, and 55 mutations each had frequencies < or = 1%. the mutational spectrum corresponded to that observed for the european ancestry of the u.s. population. to evaluate the extent of allelic variation at the pah locus within the united states in comparison with other populations, we used allele frequencies to calculate the homozygosity for 11 populations where >90% ascertainment of mutations has been obtained. the united states was shown to contain one of the most heterogeneous populations, with homozygosity values similar to sicily and ethnically mixed sample populations in europe. the extent of allelic heterogeneity must be a major determining factor in the choice of mutation-detection methodology for molecular diagnosis in pah deficiency.	-1
assessment of diastolic function with doppler tissue imaging to predict genotype in preclinical hypertrophic cardiomyopathy.  unexplained left ventricular hypertrophy (lvh) is considered diagnostic of hypertrophic cardiomyopathy (hcm) but fails to identify all genetically affected individuals. altered diastolic function has been hypothesized to represent an earlier manifestation of hcm before the development of lvh; however, data regarding the clinical utility of imaging techniques that assess this parameter are limited. echocardiographic studies including doppler tissue imaging (dti) were performed in a genotyped hcm population with beta-myosin heavy chain (beta -mhc) mutations. genotype (+) individuals with lvh (g+/lvh+; n=18) and genotype (+) individuals without lvh (g+/lvh-; n=18) were compared with normal control subjects (n=36). left ventricular ejection fraction (ef) was significantly higher in both genotype (+) groups (75+/-5% and 71+/-6%, respectively, versus 64+/- 5% in control subjects; p<0.0001). mean early diastolic myocardial velocities (ea) were significantly lower in both genotype (+) subgroups, irrespective of lvh (p<0.02). however, there was substantial overlap in ea velocities between the g+/lvh- and control groups. an ea velocity of < or =13.5 cm/s had 86% specificity and 75% sensitivity for identifying genotype-positive subjects. the combination of ef > or =68% and ea velocity <15 cm/s was 100% specific and 44% sensitive in predicting affected genotype. abnormalities of diastolic function assessed by doppler tissue imaging precede the development of lvh in individuals with hcm caused by beta -mhc mutations. although ea velocity alone was not sufficiently sensitive as a sole diagnostic criterion, the combination of ea velocity and ef was highly predictive of affected genotype in individuals without overt manifestations of hcm.	-1
clinical features of patients with gjb2 (connexin 26) mutations: severity of hearing loss is correlated with genotypes and protein expression patterns.  mutations in the gjb2 (connexin 26, cx26) gene are the major cause of nonsyndromic hearing impairment in many populations. genetic testing offers opportunities to determine the cause of deafness and predict the course of hearing, enabling the prognostication of language development. in the current study, we compared severity of hearing impairment in 60 patients associated with biallelic gjb2 mutations and assessed the correlation of genotypes and phenotypes. within a spectrum of gjb2 mutations found in the japanese population, the phenotype of the most prevalent mutation, 235delc, was found to show more severe hearing impairment than that of v37i, which is the second most frequent mutation. the results of the present study, taken together with phenotypes caused by other types of mutations, support the general rule that phenotypes caused by the truncating gjb2 mutations are more severe than those caused by missense mutations. the present in vitro study further confirmed that differences in phenotypes could be explained by the protein expression pattern.	-1
pku mutation (d143g) associated with an apparent high residual enzyme activity: expression of a kinetic variant form of phenylalanine hydroxylase in three different systems.  we have used three complementary in vitro systems to express the human phenylalanine hydroxylase (pah) gene at high levels. recombinant pah was expressed in escherichia coli (as a fusion protein), in human kidney cells and in a cell-free in vitro transcription-translation system. these systems were used to characterize a novel kinetic variant form (d143g) of the enzyme. the recombinant d143g mutant enzyme had the same physicochemical properties as the wild-type pah and was stable when expressed in eukaryotic cells. enzyme activity studies of the d143g mutant enzyme, produced in the three expression systems, revealed a kinetic variant form with reduced affinity for l-phe (about 2.4-fold increase in the s0.5 value) as well as reduced affinity for tetrahydrobiopterin (bh4) (about 2-fold increase in the apparent km). at standard assay conditions (1 mm l-phe, t5 microm bh4) the residual activity of the mutant enzyme was high and variable (52%, 33%, and 102%) when analysed in the three different systems. the high residual activities of the mutant enzyme obtained at these conditions were not in agreement with the classical pku phenotype found in a patient compound heterozygous for the termination mutation g272x and the novel d143g mutation. however, when the d143g mutant enzyme was assayed at lower concentrations of l-phe (100-300 microm) and bh4 (10 microm) the residual activities were compatible with severely reduced hydroxylation of l-phe and the classical pku phenotype.	1
diversity and functional consequences of germline and somatic ptpn11 mutations in human disease.  germline mutations in ptpn11, the gene encoding the protein tyrosine phosphatase shp-2, cause noonan syndrome (ns) and the clinically related leopard syndrome (ls), whereas somatic mutations in the same gene contribute to leukemogenesis. on the basis of our previously gathered genetic and biochemical data, we proposed a model that splits ns- and leukemia-associated ptpn11 mutations into two major classes of activating lesions with differential perturbing effects on development and hematopoiesis. to test this model, we investigated further the diversity of germline and somatic ptpn11 mutations, delineated the association of those mutations with disease, characterized biochemically a panel of mutant shp-2 proteins recurring in ns, ls, and leukemia, and performed molecular dynamics simulations to determine the structural effects of selected mutations. our results document a strict correlation between the identity of the lesion and disease and demonstrate that ns-causative mutations have less potency for promoting shp-2 gain of function than do leukemia-associated ones. furthermore, we show that the recurrent ls-causing y279c and t468m amino acid substitutions engender loss of shp-2 catalytic activity, identifying a previously unrecognized behavior for this class of missense ptpn11 mutations.	1
biochemical characterization of novel germline braf and mek mutations in cardio-facio-cutaneous syndrome.  cardio-facio-cutaneous syndrome (cfc) is a sporadic, complex developmental disorder involving characteristic craniofacial features, cardiac defects, ectodermal abnormalities, growth deficiency, hypotonia, and developmental delay. cfc is caused by alteration of activity through the mitogen-activated protein kinase (mapk) pathway due to heterogeneous de novo germline mutations in b-raf mutant proteins, mek1 and mek2. approximately 75% of individuals with cfc have mutations in braf. in vitro functional studies demonstrate that many of these mutations confer increase activity upon the mutant protein as compared to the wildtype protein. however, as is seen cancer, some of the b-raf mutant proteins are kinase impaired. western blot analyses corroborate kinase assays as determined by mutant proteins phosphorylating downstream effectors mek and erk. approximately 25% of individuals with cfc have mutations in either mek1 or mek2 that lead to increased mek kinase activity as judged by increased phosphorylation of its downstream effector erk. unlike braf, no somatic mutations have ever been identified in mek genes. the identification of novel germline braf and mek mutations in cfc will help understand the pathophysiology of this syndrome. furthermore, it will also provide insight to the normal function of b-raf and mek, and contribute to the knowledge of the role of the mapk pathway in cancer. since the mapk pathway has been studied intensively in the context of cancer, numerous therapeutics that specifically target this pathway may merit investigation in this population of patients.	1
characterization of p53 oligomerization domain mutations isolated from li-fraumeni and li-fraumeni like family members.  p53 is a tumour suppressor gene which functions as a transcription factor to upregulate genes for growth arrest and apoptosis following dna damage. p53 mutations are associated with li-fraumeni and li-fraumeni like syndromes. recently mutations of the oligomerization domain have been isolated from an lfs and an lfl family affecting respectively codon 344 (leu to pro) and 337 (arg to cys). the present study was designed to determine the affect of these mutations on the function of p53 protein. p53 344 leu to pro existed only in a monomeric form and could not bind to dna. it was inactive at inducing apoptosis, transactivating luciferase from a bax promoter and inhibiting cell growth. in contrast, p53 337 arg to cys could form tetramers and could bind to dna. however, p53 337 arg to cys was not fully active and could only induce apoptosis, transactivate luciferase from a bax promoter and inhibit cell growth with approximately 60% of the ability of wild-type p53. both mutant proteins had reduced ability to bind to mdm2, p53 337 arg to cys being more reduced than p53 344 leu to pro. these results indicate that point mutations in the oligomerization domain can disrupt p53 function. in addition, the value of lfs and lfl families for the further understanding of the biological and biochemical properties of p53 is demonstrated.	1
uptake of cardiac screening and genetic testing among hypertrophic and dilated cardiomyopathy families.  cardiomyopathy is a genetically and clinically heterogeneous, life threatening disease which affects people of all ages. recent guidelines provide recommendations for cardiac screening and genetic testing in at-risk relatives, but the uptake and impact of these measures in the united states is unknown. this is a single institution retrospective study that characterizes the uptake of cardiac screening and genetic testing for relatives of a cohort of 57 probands with hypertrophic (hcm) and dilated cardiomyopathy (dcm) who underwent both clinical evaluation and genetic testing. cardiac screening was indicated for 302 relatives. one hundred and seventy-three (57 %) completed cardiac screening. forty of the 57 probands were mutation positive and genetic testing was indicated for 213 relatives. eighty-four (39 %) completed genetic testing. the uptake of cardiac surveillance was greater than the uptake of genetic testing (p < 0.0001) among relatives of mutation positive probands. within the group of at-risk, asymptomatic relatives of probands, cardiac screening and genetic testing were positive in 25 % and 40 % of cases, respectively. these data demonstrate the important role and utility of cascade cardiac screening and genetic testing in the care of patients and families with hcm or dcm. the approach to cardiac screening and genetic testing should be family-specific and requires expertise in the genetics of cardiomyopathy.	-1
response of 33 uk patients with infantile-onset pompe disease to enzyme replacement therapy.  enzyme replacement therapy (ert) for infantile-onset pompe disease has been commercially available for almost 10 years. we report the experience of its use in a cohort treated at three specialist lysosomal treatment centres in the uk. a retrospective case-note review was performed, with additional data being gathered from two national audits on all such patients treated with ert. the impact on the outcome of various characteristics, measured just prior to the initiation of ert (baseline), was evaluated using logistic regression. thirty-three patients were identified; 13/29 (45%) were cross-reactive immunological material (crim) negative, and nine were immunomodulated. at baseline assessment, 79% were in heart failure, 66% had failure to thrive and 70% had radiological signs of focal pulmonary collapse. the overall survival rate was 60%, ventilation-free survival was 40% and 30% of patients were ambulatory. median follow-up of survivors was 4 years, 1.5 months (range 6 months to 13.5 years). as with previous studies, the crim status impacted on all outcome measures. however, in this cohort, baseline failure to thrive was related to death and lack of ambulation, and left ventricular dilatation was a risk factor for non-ventilator-free survival. the outcome of treated patients remains heterogeneous despite attempts at immunomodulation. failure to thrive at baseline and left ventricular dilation appear to be associated with poorer outcomes.	-1
rapid mutation screening of phenylketonuria by polymerase chain reaction-linked restriction enzyme assay and direct sequence of the phenylalanine hydroxylase gene: clinical application in northern japan and northern china.  we describe a simple and technically feasible method for mutation screening of the phenylalanine hydroxylase (pah) gene and its application to japanese and chinese patients with hyperphenylalaninemia. the strategy is based on the identification of a nucleotide substitution by restriction enzyme analysis, coupled with pcr and direct sequencing of exon 7 of the pah gene. because the detection of various mutations can proceed simultaneously using the same technique, it is quite rapid and reproducible, making it possible to perform effective molecular diagnosis and carrier screening in most laboratories. using this procedure, we found that the most common molecular defects were r413p in hokkaido, japan (35 %) and r243q in heilongjiang, china (50%). r111x, ivs4nt-1, and five mutations in exon 7 (r241c, r243q, r252w, a259t, and s273p) accounted for 55% of phenylketonuria (pku) alleles in hokkaido. in heilongjiang, the r111x, y356x, and r408w mutations accounted for 35% of pku alleles. clinically, homozygotes or compound heterozygotes of null alleles, which express nonfunctional enzyme activity, were all associated with classic pku. on the other hand, patients heterozygous for the r241c allele had a benign phenotype of mild hyperphenylalaninemia. the dna diagnosis in early infancy can predict various pku phenotypes, and can prove useful in decision-making concerning dietary therapy.	-1
biopterin responsive phenylalanine hydroxylase deficiency.  phenylketonuria (pku) is an autosomal recessive disorder caused by mutations in the phenylalanine hydroxylase (pah) gene. there have been more than 400 mutations identified in the pah gene leading to variable degrees of deficiency in pah activity, and consequently a wide spectrum of clinical severity. a pilot study was undertaken to examine the response to 6-r-l-erythro-5,6,7,8-tetrahydrobiopterin (bh4) in patients with atypical and classical pku. pah gene mutation analysis was performed using denaturing gradient gel electrophoresis and gene sequencing. patients with classical, atypical, or mild pku were orally given bh4 10 mg/kg. blood phenylalanine and tyrosine levels were determined using tandem ms/ms at 0 hours, 4 hours, 8 hours, and 24 hours intervals. thirty-six patients were given a single oral dose of 10 mg/kg of bh4. twenty one patients (58.33%) responded with a decrease in blood phenylalanine level. of the patients that responded, 12 were classical, 7 atypical, and 2 mild. the mean decline in blood phenylalanine at 24 hours was > 30% of baseline. there were 15 patients who did not respond to the bh4 challenge, 14 of those had classical and one had atypical pku. mapping the mutations that responded to bh4 on the pah enzyme showed that mutations were in the catalytic, regulatory, oligomerization, and bh4 binding domains. five patients responding to bh4 had mutations not previously identified. the data presented suggest higher than anticipated number of pku mutations respond to bh4, and such mutations are on all the domains of pah.	-1
bone marrow pathologic abnormalities in familial platelet disorder with propensity for myeloid malignancy and germline runx1 mutation.  a subset of patients with familial platelet disorder with propensity to myeloid malignancy and germline runx1 mutation develops hematological malignancies, often myelodysplastic syndrome/acute myeloid leukemia, currently recognized in the 2016 who classification. patients who develop hematologic malignancies are typically young, respond poorly to conventional therapy, and need allogeneic stem cell transplant from non-familial donors. understanding the spectrum of bone marrow morphologic and genetic findings in these patients is critical to ensure diagnostic accuracy and develop criteria to recognize the onset of hematologic malignancies, particularly myelodysplastic syndrome. however, bone marrow features remain poorly characterized. to address this knowledge gap, we analyzed the clinicopathologic and genetic findings of 11 patients from 7 pedigrees. of these, 6 patients did not develop hematologic malignancies over a 22-month follow-up period; 5 patients developed hematologic malignancies (3 acute myeloid leukemia; 2 myelodysplastic syndrome). all patients had thrombocytopenia at initial presentation. all 6 patients who did not develop hematologic malignancies showed baseline bone marrow abnormalities: low-for-age cellularity (n=4), dysmegakaryopoiesis (n=5), megakaryocytic hypoplasia/hyperplasia (n=5), and eosinophilia (n=4). two patients had multiple immunophenotypic alterations in cd34-positive myeloblasts; 1 patient had clonal hematopoiesis. in contrast, patients who developed hematologic malignancies had additional cytopenia(s) (n=4), abnormal platelet granulation (n=5), bone marrow hypercellularity (n=4), dysplasia in ?2 lineages including megakaryocytes (n=3) and acquired clonal genetic aberrations (n=5). in conclusion, our study demonstrated that specific bone marrow abnormalities and acquired genetic alterations may be harbingers of progression to hematological malignancies in patients with familial platelet disorder with germlinerunx1 mutation.	-1
younger age of cancer initiation is associated with shorter telomere length in li-fraumeni syndrome.  li-fraumeni syndrome (lfs) is a cancer predisposition syndrome frequently associated with germ line tp53 mutations. unpredictable and disparate age of cancer onset is a major challenge in the management of lfs. genetic modifiers, including the mdm2-snp309 polymorphism, and genetic anticipation have been suggested as plausible explanations for young age of tumor onset, but the molecular mechanisms for these observations are unknown. we speculated that telomere attrition will increase genomic instability and cause earlier tumor onset in successive generations. we analyzed mean telomere length and mdm2-snp309 polymorphism status in individuals from multiple lfs families and controls. a total of 45 peripheral blood lymphocyte samples were analyzed from 9 lfs families and 15 controls. high rate of mdm2-snp309 was found in tp53 carriers (p = 0.0003). in children, telomere length was shorter in carriers affected with cancer than in nonaffected carriers and wild-type controls (p < 0.0001). the same pattern was seen in adults (p = 0.002). within each family, telomere length was shorter in children with cancer than in their nonaffected siblings and their noncarrier parents. telomere attrition between children and adults was faster in carriers than in controls. our results support the role of mdm2-snp309 as a genetic modifier in lfs. the novel finding of accelerated telomere attrition in lfs suggests that telomere length could explain earlier age of onset in successive generations of the same family with identical tp53/mdm2-snp309 genotypes. furthermore, telomere shortening could predict genetic anticipation observed in lfs and may serve as the first rational biological marker for clinical monitoring of these patients.	-1
phenylketonuria mutation analysis in northern ireland: a rapid stepwise approach.  we present a multistep approach for the rapid analysis of phenylketonuria (pku) mutations. in the first step, three common mutations and a polymorphic short tandem repeat (str) system are rapidly analyzed with a fluorescent multiplex assay. in the second step, minihaplotypes combining str and vntr data are used to determine rare mutations likely to be present in an investigated patient, which are then confirmed by restriction enzyme analysis. the remaining mutations are analyzed with denaturant gradient-gel electrophoresis and sequencing. the first two steps together identify both mutations in 90%-95% of pku patients, and results can be obtained within 2 d. we have investigated 121 northern irish families with hyperphenylalaninemia, including virtually all patients born since 1972, and have found 34 different mutations on 241 of the 242 mutant alleles. three mutations (r408w, i65t, and f39l) account for 57.5% of mutations, while 14 mutations occur with a frequency of 1%-6%. the present analysis system is efficient and inexpensive and is particularly well suited to routine mutation analysis in a diagnostic setting.	-1
identification and molecular modelling of a mutation in the motor head domain of myosin viia in a family with autosomal dominant hearing impairment (dfna11).  myosin viia is an unconventional myosin that has been implicated in usher syndrome type 1b, atypical usher syndrome, non-syndromic autosomal recessive hearing impairment (dfnb2) and autosomal dominant hearing impairment (dfna11). here, we present a family with non-syndromic autosomal dominant hearing impairment that clinically resembles the previously published dfna11 family. the affected family members show a flat audiogram at young ages and only modest progression, most clearly at the high frequencies. in addition, they suffer from minor vestibular symptoms. linkage analysis yielded a maximum two-point lodscore of 3.43 for marker d11s937 located within 1 cm of the myosin viia gene. the myosin viia gene was sequenced and 11 nucleotide variations were found. ten nucleotide changes represent benign intronic variants, silent exon mutations or non-pathologic amino acid substitutions. one variant, a c.1373a-->t transversion that is heterozygously present in all affected family members and absent in 300 healthy individuals, is predicted to result in an asn458ile amino acid substitution. asn458 is located in a region of the myosin viia motor domain that is highly conserved in different classes of myosins and in myosins of different species. to evaluate whether the asn458ile mutation was indeed responsible for the hearing impairment, a molecular model of myosin viia was built based on the known structure of the myosin ii heavy chain from dictyostelium discoideum. in this model, conformational changes in the protein caused by the amino acid substitution asn458ile are predicted to disrupt atp/adp binding and impair the myosin power-stroke, which would have a severe effect on the function of the myosin viia protein.	-1
pten autoregulates its expression by stabilization of p53 in a phosphatase-independent manner.  pten (phosphatase and tensin homologue, deleted on chromosome 10) is a tumor suppressor with dual phosphatase activity and mutations of its gene, pten, have been associated with many sporadic cancers and heritable neoplasia syndromes, including cowden syndrome and bannayan-riley-ruvalcaba syndrome. however, accumulating evidence now shows that pten may have novel functions other than as a phosphatase. in the present study, we show that pten is able to autoregulate its expression through the stabilization of another tumor suppressor p53. we further show that pten enhances p53 transactivation, a relationship that requires the interaction between pten and p53 and is pten phosphatase independent. we show that cell lines from cowden syndrome and bannayan-riley-ruvalcaba syndrome patients with germ line pten promoter mutations in the vicinity of the p53-binding motifs have altered p53 regulation. this seems to be due to reduced pten stability and decreased pten-p53 interactions. our data provide clues to better understand the regulation of pten expression and the possible mechanisms of the pathogenesis of the subset of cowden syndrome individuals with germ line promoter variation and who lack mutations in the pten coding region and splice sites. importantly, this mechanism also holds for those sporadic tumors that lack intragenic mutations but have hemizygous deletion of pten, which includes the promoter region as manifested by loss-of-heterozygosity of 10q markers. the importance of our observations is underlined by the broad spectrum of neoplasias that harbor somatic pten or p53 alterations, or both.	1
a short guide to hereditary diffuse gastric cancer.  hereditary diffuse gastric cancer (hdgc) is the only known predisposition syndrome dominated by carcinoma of the stomach and with a recognised genetic cause. germline mutations in the e-cadherin gene (cdh1) co-segregate with the disease in about half of the families with multiple diffuse gastric cancer. in these families, identification of the cdh1 mutation allows for clinical measures to be taken. importantly, clinical intervention is likely to be therapeutic and associated with tolerable morbidity. this review is thus aimed at providing a current overview of the clinical management and the underlying biology of hdgc.	-1
biochemical and imaging surveillance in germline tp53 mutation carriers with li-fraumeni syndrome: 11 year follow-up of a prospective observational study.  carriers of a germline tp53 pathogenic variant have a substantial lifetime risk of developing cancer. in 2011, we did a prospective observational study of members of families who chose to either undergo a comprehensive surveillance protocol for individuals with li-fraumeni syndrome or not. we sought to update our assessment of and modify the surveillance protocol, so in this study we report both longer follow-up of these patients and additional patients who underwent surveillance, as well as update the originally presented surveillance protocol. a clinical surveillance protocol using physical examination and frequent biochemical and imaging studies (consisting of whole-body mri, brain mri, breast mri, mammography, abdominal and pelvic ultrasound, and colonoscopy) was introduced at three tertiary care centres in canada and the usa on jan 1, 2004, for carriers of tp53 pathogenic variants. after confirmation of tp53 mutation, participants either chose to undergo surveillance or chose not to undergo surveillance. patients could cross over between groups at any time. the primary outcome measure was detection of asymptomatic tumours by surveillance investigations. the secondary outcome measure was 5 year overall survival established from a tumour diagnosed symptomatically (in the non-surveillance group) versus one diagnosed by surveillance. we completed survival analyses using an as-treated approach. between jan 1, 2004, and july 1, 2015, we identified 89 carriers of tp53 pathogenic variants in 39 unrelated families, of whom 40 (45%) agreed to surveillance and 49 (55%) declined surveillance. 19 (21%) patients crossed over from the non-surveillance to the surveillance group, giving a total of 59 (66%) individuals undergoing surveillance for a median of 32 months (iqr 12-87). 40 asymptomatic tumours have been detected in 19 (32%) of 59 patients who underwent surveillance. two additional cancers were diagnosed between surveillance assessments (false negatives) and two biopsied lesions were non-neoplastic entities on pathological review (false positives). among the 49 individuals who initially declined surveillance, 61 symptomatic tumours were diagnosed in 43 (88%) patients. 21 (49%) of the 43 individuals not on surveillance who developed cancer were alive compared with 16 (84%) of the 19 individuals undergoing surveillance who developed cancer (p=0012) after a median follow-up of 46 months (iqr 22-72) for those not on surveillance and 38 months (12-86) for those on surveillance. 5 year overall survival was 888% (95% ci 787-100) in the surveillance group and 596% (472-752) in the non-surveillance group (p=00132). our findings show that long-term compliance with a comprehensive surveillance protocol for early tumour detection in individuals with pathogenic tp53 variants is feasible and that early tumour detection through surveillance is associated with improved long-term survival. incorporation of this approach into clinical management of these patients should be considered. canadian institutes for heath research, canadian cancer society, terry fox research institute, sickkids foundation, and soccer for hope foundation.	-1
identification of pathogenic mechanisms of coch mutations, abolished cochlin secretion, and intracellular aggregate formation: genotype-phenotype correlations in dfna9 deafness and vestibular disorder.  mutations in coch (coagulation factor c homology) cause autosomal-dominant nonsyndromic hearing loss with variable degrees of clinical onset and vestibular malfunction. we selected eight uncharacterized mutations and performed immunocytochemical and western blot analyses to track cochlin through the secretory pathway. we then performed a comprehensive analysis of clinical information from dfna9 patients with all 21 known coch mutations in conjunction with cellular and molecular findings to identify genotype-phenotype correlations. our studies revealed that five mutants were not secreted into the media: two von willebrand factor a (vwfa) domain mutants, which were not transported from the endoplasmic reticulum to golgi complex and formed high-molecular-weight aggregates in cell lysates, and three lccl domain mutants, which were detected as intracellular dimeric cochlins. mutant cochlins that were not secreted and accumulated in cells result in earlier age of onset of hearing defects. in addition, individuals with lccl domain mutations show accompanying vestibular dysfunction, whereas those with vwfa domain mutations exhibit predominantly hearing loss. this is the first report showing failure of mutant cochlin transport through the secretory pathway, abolishment of cochlin secretion, and formation and retention of dimers and large multimeric intracellular aggregates, and high correlation with earlier onset and progression of hearing loss in individuals with these dfna9-causing mutations.	1
effect of enzyme therapy in juvenile patients with pompe disease: a three-year open-label study.  pompe disease is a rare neuromuscular disorder caused by deficiency of acid ?-glucosidase. treatment with recombinant human ?-glucosidase recently received marketing approval based on prolonged survival of affected infants. the current open-label study was performed to evaluate the response in older children (age 5.9-15.2 years). the five patients that we studied had limb-girdle muscle weakness and three of them also had decreased pulmonary function in upright and supine position. they received 20-mg/kg recombinant human ?-glucosidase every two weeks over a 3-year period. no infusion-associated reactions were observed. pulmonary function remained stable (n = 4) or improved slightly (n = 1). muscle strength increased. only one patient approached the normal range. patients obtained higher scores on the quick motor function test. none of the patients deteriorated. follow-up data of two unmatched historical cohorts of adults and children with pompe disease were used for comparison. they showed an average decline in pulmonary function of 1.6% and 5% per year. data on muscle strength and function of untreated children were not available. further studies are required.	-1
diagnostic dilemmas in fabry disease: a case series study on gla mutations of unknown clinical significance.  fabry disease' (fd) phenotype is heterogeneous: alpha-galactosidase a gene mutations (gla) can lead to classical or non-classical fd, or no fd. the aim of this study is to describe pitfalls in diagnosing non-classical fd and assess the diagnostic value of plasma globotriaosylsphingosine. this is a case series study. family 1 (p.a143t) presented with hypertrophic cardiomyopathy (hcm), absent classical fd signs, high residual alpha-galactosidase a activity (agal-a) and normal plasma globotriaosylsphingosine. co-segregating sarcomeric mutations were found. cardiac biopsy excluded fd. in family 2 (p.p60l), fd was suspected after kidney biopsy in a female with chloroquine use. males had residual agal-a, no classical fd signs and minimally increased plasma globotriaosylsphingosine, indicating that p.p60l is most likely non-pathogenic. non-specific complications and histology can be explained by chloroquine and alternative causes. males of two unrelated families (p.r112h) show agal-a <5%, but slightly elevated plasma globotriaosylsphingosine (1.2-2.0 classical males >50 nmol/l). histological evidence suggests a variable penetrance of this mutation. patients with gla mutations and non-specific findings such as hcm may have non-classical fd or no fd. other (genetic) causes of fd-like findings should be excluded, including medication inducing fd-like storage. plasma globotriaosylsphingosine may serve as a diagnostic tool, but histology of an affected organ is often mandatory.	1
somatic mutations in <i>cdh1</i> and <i>ctnnb1</i> in primary carcinomas at 13 anatomic sites.  metastases are involved in most cancer deaths. evidence has suggested that cancer cell detachment from primary tumors might occur largely via the mechanism of epithelial-mesenchymal transition (emt) activated by epigenetic events, but data addressing other possible triggers of detachment, particularly genetic mutations, have been limited. using the profile study of cancer genomics at dana-farber cancer institute, we examined somatic mutations in the emt genes <i>cdh1</i> in 5,106 primary carcinomas and <i>ctnnb1</i> in 7,578 primary carcinomas across 13 anatomic sites: urinary bladder, breast, colon/rectum, endometrium, esophagus, kidney, lung, ovary, pancreas, prostate, skin (non-melanoma), stomach, and thyroid. for each gene and anatomic site, we calculated the prevalence of primary carcinomas with at least one mutation. across all anatomic sites, 4% of carcinomas had at least one <i>cdh1</i> mutation and 4% of carcinomas had at least one <i>ctnnb1</i> mutation. by anatomic site, the observed prevalence of carcinomas with at least one mutation was less than 5% at 10 sites for <i>cdh1</i> and 12 sites for <i>ctnnb1</i>. tumor stage data were available for a subset of breast, colorectal, lung, and prostate tumors. among patients from this subset who were diagnosed with regional or distant disease, only 4% had a <i>cdh1</i> mutation and 1% had a <i>ctnnb1</i> mutation in the primary tumor. the low mutation prevalences, especially among those with diagnoses of regional or distant disease, suggest that somatic mutations in <i>cdh1</i> and <i>ctnnb1</i> are unlikely to explain a substantial proportion of cancer cell detachment from primary carcinomas originating at most anatomic sites.	-1
genetic heterozygosity and pseudodeficiency in the pompe disease newborn screening pilot program.  pompe disease is an autosomal recessive lysosomal storage disorder (lsd) caused by deficiency of lysosomal acid alpha-glucosidase (gaa) activity. this is the first lsd in which newborn screening has been shown to improve clinical outcomes. newborn screening also identified multiple rare gene variants in this population. among 132,538 newborns screened, 107 babies (1 in 1239) who had low dried blood spot gaa activity were genotyped. sixty-nine (64.5%) babies had a total of 54 mutations and 35 novel predictably pathogenic mutations; 36 babies (33.6%) who had no mutation were homozygous for the c.[1726a; 2065a] pseudodeficiency allele. because 81% of the chromosomes (14% in the controls) were in haplotype *03, we found a link between the pseudodeficiency allele and other mutated alleles. the newborns with pompe disease detected by screening had lymphocyte gaa activities 0.45 to 1.65 nmol/mg/h (normal 66.7+/-33.8), while only 2 of the 100 false-positive cases had gaa activity less than 2.00 nmol/mg/h (or 3% of the normal mean). therefore, newborn screening for pompe disease could be successfully conducted by including genotyping and lymphocyte gaa assay, even in a population with mutation heterozygosity and pseudodeficiency.	-1
